공고ID,공고제목,회사명,직무카테고리,회사규모,tech_all,게시년월,cluster
336107,[로봇] Flutter 개발자,엑스와이지,백엔드,스타트업/중소,"Flutter, Git",2026-01,5
336106,상황판단 ai개발자 (3년이상),더블티,데이터,스타트업/중소,,2026-01,4
336096,광고 Product Engineer - Ad Platform,마이리얼트립,백엔드,스타트업/중소,"Elasticsearch, Java, Kafka, Kotlin, MSA, Redis, Spring",2026-01,1
336087,광고팀 Product Engineer - Ad Platform,마이리얼트립,백엔드,스타트업/중소,"Elasticsearch, Java, Kafka, Kotlin, MSA, Redis, Spring",2026-01,1
336081,[프리랜서][판교or강남] HR패키지 프로젝트,원티드긱스(gigs),백엔드,스타트업/중소,"Java, JavaScript, Oracle, Spring",2026-01,3
336075,백엔드 하우스 서비스 Sr. 개발자(5년차 이상),직방,백엔드,스타트업/중소,"AWS, Azure, C#, CI/CD, Docker, GCP, Git, GitHub, Go, GraphQL, Java, Jira, Kotlin, Kubernetes, MSA, NestJS, Python, Redis, Spring, Spring Boot, Terraform, TypeScript, gRPC, 마이크로서비스",2026-01,0
336071,Backend 개발자,월드와이드비즈니스웹,백엔드,스타트업/중소,"FastAPI, Git, MySQL, PostgreSQL, Python, REST API",2026-01,0
336065,Java/Spring 백엔드 개발자,스포츠프리즘,백엔드,스타트업/중소,"Java, LLM, MySQL, PostgreSQL, Spring, Spring Boot",2026-01,0
336062,프론트엔드 개발자,이자,백엔드,스타트업/중소,"Go, Golang, Python",2026-01,1
336048,Smarthome IoT Device SW 개발,직방,모바일,스타트업/중소,"Git, Linux",2026-01,6
336026,소프트웨어 엔지니어,편안랩스,모바일,스타트업/중소,"Java, JavaScript, PHP, Python",2026-01,4
336016,"생/손보사 프로젝트 Java, jsp 백엔드 개발자",미네르바소프트,백엔드,스타트업/중소,Java,2026-01,0
336002,[계약직]데이터전처리(FDE)개발/3~5년차,바운드포,백엔드,스타트업/중소,"FastAPI, Java, LLM, LangChain, Python, RAG, Vector DB",2026-01,7
336000,백엔드개발자(3~5년차),바운드포,백엔드,스타트업/중소,"Elasticsearch, Embedding, FastAPI, LLM, LangChain, MySQL, PostgreSQL, Python, RAG",2026-01,0
335990,[전문연구요원] AI Agent Engineer,인터엑스,백엔드,스타트업/중소,"AWS, Azure, CI/CD, Docker, FastAPI, GCP, Git, Go, Kafka, LLM, LangChain, MLOps, MongoDB, PostgreSQL, PyTorch, Python, RAG, Redis",2026-01,4
335989,"[전문연구요원] AI Researcher (언어모델, 비전-언어모델, RAG, AI Agent)",인터엑스,AI_ML,스타트업/중소,"Fine-tuning, Git, NLP, PyTorch, Python, RAG, Transformer",2026-01,4
335986,[전문연구요원] Backend Developer,인터엑스,백엔드,스타트업/중소,"AWS, Airflow, Azure, Docker, GCP, Git, Go, Kubernetes, LLM, MLOps, MongoDB, PostgreSQL, Python, REST API, Vector DB",2026-01,4
335980,DevOps 운영팀(CX) 리더,인포그랩,AI_ML,스타트업/중소,"Docker, Git, GitLab, Kubernetes, Linux",2026-01,3
335971,[멜팅] Creative Producer,와트니,AI_ML,스타트업/중소,LLM,2026-01,4
335952,Full-Stack Developer (AI & Algorithm),화승엔지니어링,백엔드,스타트업/중소,"Go, LLM, RAG",2026-01,4
335938,백엔드 개발자,망고크리에이티브,백엔드,스타트업/중소,"AWS, CI/CD, Docker, Express, GPT, Git, LLM, MySQL, NestJS, Terraform, TypeScript",2026-01,4
335931,Cloud Engineer,드림어스컴퍼니,프론트엔드,스타트업/중소,"AWS, CI/CD, Docker, Git, GitHub, GitHub Actions, Go, Golang, Java, JavaScript, Jenkins, Kubernetes, Linux, React, Terraform, TypeScript",2026-01,2
335929,데이터 사이언티스트,에이머슬리,데이터,스타트업/중소,,2026-01,4
335928,자율주행 시험 엔지니어,에이스웍스코리아,데이터,스타트업/중소,,2026-01,6
335894,[Datahub] 프론트엔드 개발자,알스퀘어,백엔드,스타트업/중소,"CI/CD, Git, Java, JavaScript, Jira, React",2026-01,1
335883,Aos / Ios 프론트엔드 개발자,트레비앙,백엔드,스타트업/중소,"AWS, Git, Kotlin, Swift",2026-01,5
335877,Software Engineer (백앤드/풀스택),이오메모리,백엔드,스타트업/중소,"GraphQL, Java, Python",2026-01,0
335873,데이터 엔지니어(DE),케이티밀리의서재,데이터,스타트업/중소,"AWS, Airflow, GCP, Kafka, Kubernetes, LLM",2026-01,7
335848,MLOps Engineer,"브레이브모바일(숨고,Soomgo)",데이터,스타트업/중소,"AWS, Airflow, CI/CD, Confluence, Docker, GCP, Git, GitHub, Go, Jira, Kafka, Kubernetes, MLOps, MongoDB, MySQL, Python, Scikit-learn, TensorFlow, 머신러닝",2026-01,0
335818,풀스택 개발자 (2~7년),머스트핀테크,백엔드,스타트업/중소,"CI/CD, Git, Jira, NestJS, PHP, REST API, TypeScript",2026-01,0
335817,백엔드 개발자,인텔렉투스,백엔드,스타트업/중소,"Docker, Linux, REST API",2026-01,0
335814,[대동에이아이랩] LLM 엔지니어 (RAG 시스템 설계 및 파인튜닝),대동애그테크,백엔드,스타트업/중소,"GPT, LLM, LangChain, PyTorch, Python, RAG, TensorFlow, 딥러닝",2026-01,4
335806,[대동에이아이랩] 로봇 자율주행 개발,대동애그테크,AI_ML,스타트업/중소,Python,2026-01,6
335804,[대동에이아이랩] 로봇러닝 엔지니어,대동애그테크,풀스택,스타트업/중소,Python,2026-01,4
335800,[대동에이아이랩] 머신러닝 엔지니어,대동애그테크,AI_ML,스타트업/중소,"딥러닝, 머신러닝",2026-01,4
335795,농기계/차량용 탑재 Device 개발(팀장),대동애그테크,데이터,스타트업/중소,,2026-01,6
335794,데이터 엔지니어 (Data Engineer),에스케이일렉링크(SK일렉링크),데이터,대기업,"AWS, Airflow, Kafka",2026-01,7
335776,랜드업(LanDup) 백엔드 개발자 (2~3년),엘엔디씨,백엔드,스타트업/중소,"AWS, Docker, GCP, Git, Java, MySQL, PostgreSQL, REST API, Spring, Spring Boot",2026-01,0
335762,Flutter 개발자,대동애그테크,백엔드,스타트업/중소,"Flutter, Git, Java, Kotlin, React, React Native, Swift",2026-01,5
335759,개발 PM (차량 제어기 및 통신 단말기),대동애그테크,데이터,스타트업/중소,,2026-01,6
335757,DBA(시니어),위메이드(WEMADE),DevOps,스타트업/중소,"AWS, Azure, GCP, Go, Golang, MySQL, Python",2026-01,0
335748,[기술본부] 플랫폼 데이터베이스 엔지니어,넥슨코리아(NEXON),보안,대기업,"AWS, MySQL",2026-01,7
335745,AI engineer (AI Agent)(신입),소크라에이아이,백엔드,스타트업/중소,"LLM, LangChain, RAG",2026-01,4
335724,[마케팅 전략] 데이터 애널리스트,슈퍼센트,모바일,스타트업/중소,"AWS, GCP, MLOps, Python, TensorFlow, 딥러닝, 머신러닝",2026-01,7
335722,[인턴] AI engineer (AI Agent),소크라에이아이,백엔드,스타트업/중소,"LLM, LangChain, RAG",2026-01,4
335719,월렛 보안 담당자,빗썸,보안,스타트업/중소,Python,2026-01,8
335716,서버 엔지니어,컬리,DevOps,스타트업/중소,"AWS, Ansible, Linux, Python",2026-01,2
335714,GCP 데브옵스 엔지니어 (DevOps Engineer),컬리,데이터,스타트업/중소,"AWS, CI/CD, Docker, GCP, Git, GitHub, GitLab, Go, Kubernetes, Linux, Python, RAG, Terraform",2026-01,2
335707,DevOps Engineer (2년 ~ 7년),소크라에이아이,AI_ML,스타트업/중소,"AWS, CI/CD, Go, Java, K8s, Kubernetes, LLM, Python",2026-01,2
335696,FDE 엔지니어,앰플랩,백엔드,스타트업/중소,"Django, FastAPI, Go, PostgreSQL, REST API, React, Redis, SQLite, TypeScript",2026-01,3
335690,피지컬 AI 로봇 시뮬레이션 개발 (AI & 디지털 트윈) 3년 이상,비전스페이스,백엔드,스타트업/중소,"C#, LLM, RAG",2026-01,4
335689,Physical AI 로봇 플랫폼 개발(AI & 디지털 트윈) 3년 이상,비전스페이스,백엔드,스타트업/중소,"AWS, Docker, FastAPI, GCP, GPT, Git, Kafka, Kubernetes, LLM, MLOps, MSA, MySQL, PostgreSQL, Python, RAG, RabbitMQ, React",2026-01,4
335683,[플랫폼본부] 프렌차이즈시너지그룹  AI 에이전트 엔지니어 (AI 어시스턴트),넥슨코리아(NEXON),백엔드,대기업,"GPT, Git, GitHub, Jira, LLM, Python, TypeScript",2026-01,4
335674,[플랫폼본부] 던파시너지실 AI 리서치 엔지니어 (AI 어시스턴트),넥슨코리아(NEXON),AI_ML,대기업,"Fine-tuning, LLM, NLP, RAG",2026-01,4
335671,[인턴] Forward Deployed Engineer - Vision,마키나락스,AI_ML,스타트업/중소,"PyTorch, Python, TensorFlow, 딥러닝",2026-01,4
335658,[아이디어스] 백엔드 개발자 (Java/PHP),백패커,백엔드,스타트업/중소,"AWS, Java, Kubernetes, MSA, PHP, Spring, 마이크로서비스",2026-01,0
335645,Solution Engineer(Junior),세이지,AI_ML,스타트업/중소,"Linux, PyTorch, Python, 딥러닝",2026-01,4
335642,[Tech] 웹 플레이어 개발자,콘텐츠웨이브(wavve),백엔드,스타트업/중소,"Java, JavaScript, React, TypeScript, Vue",2026-01,1
335641,[Tech] 웹 프론트엔드 개발자,콘텐츠웨이브(wavve),백엔드,스타트업/중소,"Java, JavaScript, React, TypeScript, Vue",2026-01,1
335629,윈도우 개발자(네이버계열사),플레이스앤,백엔드,스타트업/중소,"C#, CI/CD, Git, GitHub, GitHub Actions, Jenkins",2026-01,0
335619,백엔드개발 (Sonix서비스),온택트헬스,백엔드,스타트업/중소,"Docker, Java, K8s, Linux, MSA, MySQL, Spring, Spring Boot",2026-01,0
335603,프론트 개발자,파프롬지니어스,백엔드,스타트업/중소,"Git, React, Spring, TypeScript",2026-01,1
335585,백엔드 개발자,제트5,백엔드,스타트업/중소,"AWS, Azure, Confluence, Express, GCP, Git, Go, Java, Jira, MySQL, PostgreSQL, REST API, Redis, TypeScript",2026-01,0
335584,주니어 버블 개발자,노코더스,백엔드,스타트업/중소,,2026-01,3
335582,프론트엔드 개발자,제트5,백엔드,스타트업/중소,"CI/CD, Java, JavaScript, LLM, React, TypeScript",2026-01,1
335579,React 기반 Front-End 개발자(시니어),모비두(소스라이브),백엔드,스타트업/중소,"CI/CD, Git, GitLab, Java, JavaScript, React, TypeScript",2026-01,1
335572,풀스택 개발자 (트레이딩 터미널·거래소 구현 중심),디플라이어,백엔드,스타트업/중소,"React, TypeScript",2026-01,0
335571,풀스택 개발자 (유지보수·기능 개선 중심),디플라이어,백엔드,스타트업/중소,"Git, REST API, React, TypeScript",2026-01,1
335559,백엔드 개발자 (공통 플랫폼),엔에이치엔커머스(nhn커머스),백엔드,스타트업/중소,"Git, GitHub, Go, Java, Kafka, Kotlin, MySQL, Python, REST API, Redis, Spring",2026-01,0
335552,AI 엔지니어,위메이드(WEMADE),백엔드,스타트업/중소,"LLM, Python, RAG",2026-01,4
335546,System Engineer,루닛(Lunit),DevOps,스타트업/중소,"AWS, GCP, Go, Linux",2026-01,2
335520,AI Product Engineer,두어스(ZVZO),프론트엔드,스타트업/중소,,2026-01,4
335516,시스템 운영 관리 담당자,아주큐엠에스,AI_ML,스타트업/중소,"AWS, Azure, Linux, MariaDB, MySQL",2026-01,2
335512,보안 전략 및 기획,현대캐피탈,보안,대기업,,2026-01,8
335510,WEB시스템 개발/운영(6~12년),티시스아이티,PM_기획,스타트업/중소,"Git, GitLab, Java, Jenkins, Oracle",2026-01,6
335501,소프트웨어 엔지니어,알씨이,백엔드,스타트업/중소,,2026-01,3
335485,백오피스 개발자,케이티밀리의서재,백엔드,스타트업/중소,"CI/CD, Elasticsearch, Git, GitHub, GitHub Actions, Jenkins, Kotlin, MySQL, Spring, Spring Boot",2026-01,0
335464,지멘스 MENDIX 부문 기술리더,콘센트릭스서비스코리아,AI_ML,스타트업/중소,,2026-01,3
335463,[다글로] Backend 개발자(시니어),액션파워,백엔드,스타트업/중소,"GCP, Kafka, MySQL, NestJS, PostgreSQL, RabbitMQ, Redis, TypeScript",2026-01,0
335461,지멘스 PLM 부문 기술리더,콘센트릭스서비스코리아,PM_기획,스타트업/중소,,2026-01,6
335456,iOS 개발,그립컴퍼니,모바일,스타트업/중소,"Git, GitHub, Jira, Swift",2026-01,5
335453,"Software Engineer, Backend",티오리(Theori),백엔드,스타트업/중소,"AWS, Go, LLM",2026-01,0
335450,[차살때] 프론트엔드 엔지니어,패스트뷰,백엔드,스타트업/중소,"CI/CD, React, React Native",2026-01,3
335449,임베디드 하드웨어·펌웨어 개발자,제이케이테크놀로지,DevOps,스타트업/중소,,2026-01,6
335446,[부산지사] Web System/Platform Tech Lead,에이치에스소프트,백엔드,스타트업/중소,"C#, Java, JavaScript",2026-01,1
335443,"Software Engineer, Front-end(네이버 계열사)",플레이스앤,프론트엔드,스타트업/중소,"AWS, Angular, CI/CD, Git, GitHub, GitHub Actions, Java, JavaScript, React, TypeScript, Vue",2026-01,1
335442,클라우드 보안 담당자,지바이크(gbike),DevOps,스타트업/중소,AWS,2026-01,8
335422,[신입]보안솔루션 엔지니어,다가올아이앤씨,보안,스타트업/중소,,2026-01,8
335417,[프리랜서][서초구][Uipath]  RPA 자동화 시스템 운영·유지보수,원티드긱스(gigs),기타,스타트업/중소,,2026-01,6
335402,Back-end 개발자,네오사피엔스(타입캐스트),백엔드,스타트업/중소,"AWS, CI/CD, Django, FastAPI, Flask, Go, MongoDB, Python",2026-01,0
335400,Web3 개발자,디플라이어,백엔드,스타트업/중소,"Git, REST API, React, TypeScript",2026-01,1
335394,[Cocone Engineering株式会社] 풀스택 엔지니어(AI 활용)_일본,원티드_일본 현지 채용,풀스택,스타트업/중소,"AWS, Azure, Docker, GCP, Git, GitHub, Go, Golang, Java, Kubernetes, Python, RAG",2026-01,4
335393,[Cocone Engineering株式会社] 인프라 엔지니어_근무지 일본,원티드_일본 현지 채용,DevOps,스타트업/중소,"AWS, Ansible, Docker, GCP, Go, Linux, MariaDB, MongoDB, Nginx, Redis",2026-01,6
335371,프론트엔드 개발자,자란다,프론트엔드,스타트업/중소,"CI/CD, Java, JavaScript, React, TypeScript, Vue",2026-01,1
335341,운영개발팀 BE개발 담당자,엔에이치엔링크,백엔드,스타트업/중소,"Git, GitLab, Java, MSA, Spring",2026-01,0
335335,풀스택개발(JavaScript) 담당,사이클로이드,백엔드,스타트업/중소,"Java, JavaScript, NestJS, Nuxt, Vue",2026-01,0
335330,엔터프라이즈개발자 (신입),마드라스체크(플로우),백엔드,스타트업/중소,"AWS, Docker, Git, Java, JavaScript, Jira, Linux, Nginx",2026-01,0
335324,Firmware 개발자,웰리시스,모바일,스타트업/중소,Git,2026-01,6
335314,Cloud Engineer,웰리시스,백엔드,스타트업/중소,"AWS, CI/CD, Cassandra, Kafka, Linux, Python, RabbitMQ, Terraform",2026-01,2
335312,서버 개발자 - 결제 서비스,카카오페이(kakaopay),백엔드,대기업,"AWS, Docker, Java, Kafka, Kotlin, Kubernetes, MSA, MySQL, RabbitMQ, Spring, Spring Boot",2026-01,7
335309,Web Developer,웰리시스,백엔드,스타트업/중소,"AWS, Java, Kafka, MariaDB, MySQL, REST API, RabbitMQ",2026-01,0
335299,백엔드 개발자,잠바구니,백엔드,스타트업/중소,"AWS, CI/CD, Docker, DynamoDB, Elasticsearch, Git, GitHub, GitHub Actions, Jenkins, Kubernetes, MySQL, Redis, Spring, Spring Boot, 마이크로서비스",2026-01,0
335294,React Native 개발자,뉴앤디,백엔드,스타트업/중소,"React, React Native, TypeScript",2026-01,5
335267,AI Engineer,씨제이올리브영(CJ올리브영),백엔드,대기업,"AWS, CI/CD, GCP, Java, Kafka, Kotlin, MLOps, MySQL, Python, Redis, 머신러닝",2026-01,4
335265,[인턴] 데이터 엔지니어,카운터포인트리서치,데이터,스타트업/중소,"Python, Scala, TypeScript",2026-01,7
335264,백엔드 개발자 (5~7년 이상),공도,백엔드,스타트업/중소,"Docker, Express, GCP, LLM",2026-01,0
335246,프론트앤드 개발자 경력직 채용,프롬말리부,프론트엔드,스타트업/중소,"Java, JavaScript, React, Vue",2026-01,1
335245,풀스택 개발자,와트,백엔드,스타트업/중소,"Docker, Git, Java, JavaScript, React, TypeScript, Vue",2026-01,1
335237,[강남] 스타트업 개발자 채용 (경력 3년 내외),세계무역,백엔드,스타트업/중소,"NestJS, React, React Native",2026-01,3
335230,풀스택 엔지니어 - 디스터,에이베러,백엔드,스타트업/중소,"AWS, PostgreSQL, TypeScript",2026-01,0
335229,자동차 사이버보안 엔지니어,에프피티소프트웨어코리아,보안,스타트업/중소,,2026-01,8
335222,"Software Engineer, iOS(네이버 계열사)",플레이스앤,모바일,스타트업/중소,"CI/CD, Flutter, Git, GitHub, GitHub Actions, Swift",2026-01,5
335200,데이터분석파트,키즈노트,데이터,스타트업/중소,"Airflow, GPT, Go, Python, 머신러닝",2026-01,7
335194,[자리톡] 프론트엔드 개발자,자리컴퍼니,프론트엔드,스타트업/중소,"AWS, CI/CD, Git, GitHub, GitHub Actions, React, React Native, TypeScript",2026-01,1
335178,정보보호담당자,두핸즈(품고),DevOps,스타트업/중소,AWS,2026-01,8
335169,[프리랜서][시흥] Ros 데모 테스트 개발,원티드긱스(gigs),QA,스타트업/중소,,2026-01,6
335154,Server Developer (백엔드),서브원,백엔드,스타트업/중소,"AWS, Git, GitHub, Java, Spring",2026-01,3
335153,사내 시스템 기획/관리 담당자,티맵모빌리티,DevOps,스타트업/중소,,2026-01,2
335150,데이터 엔지니어,콘센트릭스서비스코리아,백엔드,스타트업/중소,"Airflow, GCP, Go, Python",2026-01,7
335148,IT 정보 보안 백엔드 개발자 (5년 이상),피노라이크,백엔드,스타트업/중소,"FastAPI, Python",2026-01,3
335147,[병역특례] 프론트엔드개발 산업기능요원,리비바이오,백엔드,스타트업/중소,"AWS, Git, GraphQL, REST API, React",2026-01,1
335131,클라우드 인프라/서버/네트워크 3년 이상,이지케어텍,DevOps,스타트업/중소,"AWS, Azure, Linux, Python",2026-01,2
335103,서버(백엔드) 개발 담당,세종디엑스,백엔드,스타트업/중소,"AWS, Git, Java, MySQL, PostgreSQL, Python, RAG, REST API, React, Spring, Spring Boot",2026-01,0
335097,[株式会社リヴァンプ] 【엔지니어】클라이언트 밀착형 엔지니어_근무지 일본,원티드_일본 현지 채용,프론트엔드,스타트업/중소,"AWS, Go, Linux, PHP, Python, TypeScript, Vue",2026-01,6
